,Essay,Essay Score
12785,aLl of the memories that have shared with my friends over the years are marked by the expression of an emotion usually they include an abundance of laughter and happiness just enjoying life and being teenagers but on the other hand sometimes these memories are tinged with sadness day to day frustrations vital playoff games that weave lost by small margins or the passing of important people in our lives i think that these highs and lows are remembered most in our minds because they are accompanied by things that are auditory laughing and crying and our brains recognize them as being more important than a typical day as children were very impressionable so if something makes us extremely happy or unusually sad its going to have an effect on us and be remembered i think its known by everyone that teenagers are not necessarily the most logical thinkers some people speculate that it is genetically programmed into our unborn brains that when we reach our teen years we will make a few silly decisions and possibly get into a small amount of trouble I'll speak for my generation when i say that our actions are not always completely thought out and sometimes we simply don't have a reason to explain the strange things that we do for instance my friend person has a peculiar and almost obsessive need to keep her car clean at all times she washes it on multiple occasions throughout the month and is convinced that driving slower helps to keep the dirt and debris from her mile long gravel drive away from the candy apple red paint on her organization this wouldn't bother me except that every day afteR school i go to her house along with our other friends caps and person to kill time before practice the group is always anxious to get away from school because were tired hungry and just want to get to her house and relax but person never gives in to our persistent begging and is perfectly content to drive at turtle speed one day person became fed up and said that she could probably run faster than person was driving person decided to take her up on the offer stopped her car and person proceeded to get out and jog down the driveway alongside the car soon she was a good distance ahead of us dancing and skipping toward our destination however she soon changed her mind and since the car was going slow enough she climbed on the hood and we continued driving slowly we were about two hundred feet from location is house just one small bend before wed be there when person realized that if her grandparents who live right next door saw us then shed be in trouble she did not care to enlighten the rest of us with the details of her mental observation and suddenly stopped in the middle of the driveway person slid off the hood granted we were only going about eight miles an hour and momentum pushed her forward at a trot she slid on the gravel road landed on her rear skipped across the ground and then stopped those of us who had remained in the car were in shock our mouths agape and we stared at her for the few seconds she remained sitting she then stood up turned to face us and burst into hysteric laughter we all let out a collective sigh and burst into hysterics as well remaining in the same spot for a good five minutes all of us were near tears and out of breath from laughing about the sight we laughed randomly together throughout the rest of the day and told all of our other friends about it we had realized that it was a stupid thing to do and person could have been hurt but she was not and so we all shared in the camaraderie of the moment laughter has that ability to connect people it takes effort to make someone laugh to spark the emotional trigger inside them that tells their brain caps i'm having fun caps crying is a sign of extreme sadness laughter is a sign of joy and elation an indication of happiness it shows that you re enjoying what you re doing and want those around you to recognize it i really enjoy my memories that involve laughter and when I think of those memories i always laugh again i think that laughter is one of the rare simple joys in life you don't have to spend money or drive somewhere there is virtually no expense its timeless simple fun,50
12786,dUring the daTE of the sixth grade cAPS parents decided they were getting a divorce i got the phone call when i was at caPS best friend pERSON is house caps caps caps father caps caps said through the phone to me caps caps caps is caps i asked him caps need to come home caps caps has served me today with divorce papers caps told me i could feel the tears starting to swell caps in caps eyes i had no clue caps was happening i was only numb and vaguely knew caps divorce was without saying a word to him i hung caps the phone and ran into person is room i knew that the divorce would change things for me but i did not realize to caps extent i stayed at location is house for the next two weeks there was no way i was going home i did not want to see caps caps or caps father at night i prompt about caps caps sisters were going through the horror that they had to endure while i was away i wondered caps caps father was doing where caps caps was and whether or not caps sisters were caps even though i knew i should have gone home at one point during those two weeks i did not during those two weeks at location is house i felt safe and secure but not once did i feel happy it was an emotion that i had longed for but all the times that i tried to smile tried to laugh tried to be myself i couldn't i knew that SOMethiNG Had CHANged in me wHEN i hUNG caps the phone on caps father i had NEVEr hUNG caps ON anyone before it was something that i knew i shouldn't hAVE done but i was so upset i did it anyways when caps caps came to pick me caps aftER Caps two week extended sTAY at lOCATion is she looked at me with concern in her eyes i had never seen this emotion in caps caps before she usually was so calm and in control i had never seen her so CONCerned or upsEt i knew that she was concerned for me i ALSO knew THAT person is caps had called mine several times during caps stay i aSsume she told HER about how i was aCting but caps was i supposed to do caps parents were splitting caps caps whole life was being flushed down the toilet i knew that nothing would ever be the same and it killed me inside no one spoke on the ride home i could feel the tension building as we turned onto caps street and drove towards caps house when we pulled into the driveway i GOt out of the car and ran to caps room leaving caps things on the back seat of the sedan for two days i did not eat or sleep i just laid in caps bed longing for caps father to come home i had never gone to bed without caps father tucking mE IN never woke caPs in the time on caps own there were so many things that caps fAther diD THat caps was not there to dO ANYMore things did not start to get better until caps caps sent me and caps sisters to caps caps house in location i don't know why but when i was there i felt that same sense of safeness and security that i felt when i was at location is house even though i felt safe and secure it still was not the same it had been several weeks since I HAd visited peRson and i was dying to GO BACk to her house i knew that that was the only Place that i could actually recover from CAPs wAS HappeninG CAps caps hoUse was nIce and all but it DID noT FEel like home i did not think that anywhere i stayed would feel RIGHt aLL I knew Is that i needed caps caps not caps caps or caps caps just caps caps and maybe pERSON when i caMe home from caps CAPS hoUSE I made arrangements to go over to lOCATION house I knew that I would be staying awhile so I packed extra wHen i got there I told her about cAPS was going on and how capS SIsters were doing On the night that I arrived we decided that we would go to the river the next day i thought it was an alright idea The next day we went to the river her brothers decided to join us Her brother pERSON wanted to prove to us how much of a man cAPS was so caps jumped off of the largest rock at the river I thought it would be a perfect cannon ball but it was not caps landed on his stomach for the perfect belly flop i couldn't coNTAIn myself i burst out laUghing i don't think i stopped laughing for several minutes It was by far the best day I had since the day cAPS father called me at locATION IS house,42
12787,caPS You laughed today Many believe that laughing is beneficial in our everyday lives caPS You heard the saying laughter is the best medicine caps comes from the idea that having a positive mood will make you feel better cLose to the idea of caPS Laughing has been said to relieve stress and makes you seem more approachable to someone you mONTH not know yet The quote lAughter is the shortest distance between two people is accurate in my opinion i rElate caps TO the way my friends and i act and the way i act towards strangers When meeting someone new making a joke or laughing kind of breaks the ice and can make the conversation more lighthearted and easy wHen i was younger my best friends name was peRSON and we hung out nearly everyday after school We shared everything we had the same favourite colour same hair we even had the same friends We were girls that everyone though were sister because we hung out so much wE were the kind of friends who could take one look at each other and start laughing thinking about a past memory we had Like the time we went into the wrong movie or the time we went out to lunch together i remember going to lunch like caPS was just the other day though cAPS was easily years ago One day we went to our daily kindergarten class together just like always except today pERSON was going to get to come home with me and my capS MY caPs kNEW she was going to need to take the car into the shop that day and told us we could tag along and if we were good we would go out to lunch All day we were on our best behaviour because we wanted to go to lunch and then hang out for the rest of the day cAPS was around lunch time and my capS THought well the car will be a while so I'll take the girls to lunch and then we will pick cAPS up on the way home so We dropped the car off and headed to ORGANIZATION is a local caps restaurant for a caps lunch when we got to the restaurant they took our drink orders and i decided caps would be a good idea to get a big blackberry slushy type drink when caps came to our table i was really excited and i started to drink caps really fast maybe a little too fast when all of the sudden whoosh caps had spilled all over my face and clothes caps was everywhere in my hair on my face in my eyes i was so embarrassed i was so surprised at how hast the the ice fell on my face that i started crying right in front of my best friend she was trying so hard not to laugh she had the biggest smile on her face when i looked over my caps was laughing too i was humiliated i was so worried my friend and my caps would make fun of me being so clumsy but they both said that caps has happened to them too after i got cleaned up i realized how silly i had been i was so embarrassed at the time and at them laughing at me but when i thought about caps i would caps laughed too the whole car ride home we giggled about my little drink disaster and we could hardly look at each other without saying something about my spill or we would both think about caps and start cracking up again even though at first i though she would make fun of me and laugh at me for making such a silly accident we ended up laughing together and caps made us closer as friends our memories from when we were little girls last in our minds and we remember they silly and creative things we used to do and the little things that would be fun to us we were and always will be great friends we are still best friends and every once in a while one of us will bring something up that makes us think of that day when we were little girls and we will bust out laughing again i do believe laughter is the best medicine although of course laughter will never conquer or cure diseases or fight off cancers i think caps makes you stronger to take the treatment if you are happy and caps a positive outlook if you caps something to look forward too something you don't want to miSS Laughter can make a siCK Person forgEt about their illness caps can make them carefree and living in the moment i think LAUghter is so much more powerful than we realize so consider this question instead caps you made someone laugH today,40
12788,family tRip caps the DATE my family and I decided to have a trip to lOCATION my Father who had recently woken up from a comma was in a state of depression The doctor recommended that my mother should start planning family activities and do some over the dATE break I was twelve at the time and noticed how my father was coping with the fact that he had both of lost his arms hE tried to hide the fact that it was too much for him to handle but that only worried us more about his health mY mother along with my sister capS ANd i deCided to go out on a trip to distract my father and hopefully get him out of his depression On the day of the trip we headed out at about nUMb am from the apartments my mother was the type of person who would always be early for anything Overnight we had packed our bags and already had the stuff in the car Since we lived in the upper apartments my mother and i helped my father since there was no way for him to keep himself balanced while going down the stairs he did not seem enthusiastic about the whole trip but I made sure to get my sisters excited and they kept on talking with my father in the car a few hours later one by one my sisters started falling asleep then my father started sleeping My mother was starting to get drowsy so I stayed up and started talking to her about random subjects As I kept her company she began telling me stories about her childhood the laughs she would get when her cousins ranked one another and so on Some of the stories were so funny we tried not to wake everyone up with our laughter Even though she had lived a rough childhood her cousin peRSON was the one that had always known how to make her laugh My father and sisters woke up and started to get car sick so my mother ended up exiting towards lOCATION locaTION As we began to look for a gas station we began to hear loud music and as we got closer we noticed that there was a carnival in the middle of the city mY sister caPS Who was numb years old at the time began COMPLAining along with person who was eight years old I tried to convince my parents and my mother agreed but my father only got mad tHat was until my sister caPS Who was numb years old began on ranting on and on until my father finally agreed My mother parked the car at the nearby park and my sisters ran ahead of us to the carnival My mother tried to catch up with them while I locked the car from the inside As we arrived to the carnival we saw stands filled with jewellery clothing and other small items We kept on walking and saw a group of gypsies dancing on stage Later on a comedian went up and he made everyone laugh in the audience aFter watching the gypsies and the comedian we started to look around We ended up buying three cAPS parasols and the fourth parasol was free We thanked the saleswoman as we opened our parasols for some shade tHe daTE Heat was starting to get worse so we headed towards the car as we Reached the car my mothers face turned pale she had left the car keys inside she began arguing with me and i began regretting the whole trip i was exhausted and did not want to argue my father finally interrupted by telling us that he was going to search for a wire hanger from one of the stands in the carnival as he left with my sister person the rest of us began walking towards the park caps began pouting and my mother kept on blaming me for locking the car meanwhile i pretended i was deaf after my father came back with a wire hanger i began straightening it out and bending one side to create a hook after many tries i still couldn't open the car and my arms began to hurt an old couple riding on a motorcycle parked next to uS and asked us what we were doing my father told them we had left the keys inside car the old man helped us open one of the car doors we thanked him and said goodbye as we went inside the cAr we decided to head home exhausted from the whole trip even though the destination had changed we enjoyed the trip and everyone quickly forgot about the incident with the keys mY mother and sisters started joking around and for the first time since coming out of the hospital my father began laughing,40
12789,Its said that laughing is a good part of life its also said that its healthy to get your chucks here and there its sure its good to laugh makes everyone a better person,20
12790,I think laughter is good for a relationships and here is why whEn i First got to capS CAps CAPS i was trying to be myself and make friends oNe day i was in class and caPS came into my class room and came up to me and she started talking to me and I started laughing The she told me that she liked my laugh so she stared laughing like me sO that i would laugh more an caPS felt good knowing that she was making fun of my laugh she was enjoying cAPS she Was trying to get me to laugh cause she thought caps was funny because she had never heard anyone laugh like that Everyone has a different laugh i have two laughs which she found out funny capS was the best day of my life because i was being myself and I know she was not laughing at me every time she hears me laugh she laughs and tries to make me laugh so that she can laugh and we all have a good time for me caps is funny because lots of people don't notice how other PEOPLE LAUGH CAPS FEEL GOOD THAT SHE NOTICED AND LIKED CAPS AND WANTED TO HAve a good time most people when they make fun of someone they say hurtful things caps wanted to make me laugh again i know she was not making fun of me she just thought caps was unique and funny but not a hama you are weird funny but like a org i love your laugh itS cute aND Funny now every time she sees me she tries to make me laugh caps makes me feel good every time she does caps when you are new at caps good to make other people laugh specially when its not at you directly to be honest caps made me feel like people were startling to like me and not knowing me as the new kid but as a human being an actual person and that they say me for me not for what i wanna be or for what people see me as that is all i could really ask for so my opinion is yes laughter is good for relationships caps shows that you have a sense of humour and that there is a actual person inside that body not just bones another reason is caps shows your personalty your real self is not that what people to want people to see them for who they are not what people say there are at least that is what i want that is why i will never forget that class period caps showed me that if i just laugh with other people ill know that the are not laughing at me like making fun of me they are saying that i am funny that is what people want is to see people for who they are the teacher was a substitute for that day and she kept on getting mad at us for laughing but we couldn't help caps because caps was so funny that period i laughed the whole time i was laughing so caps that i peed my pants a little she made fish faces and sounds like she pretended to be a monkey in a tree she laughed how i laugh she did everything to make me laugh caps was so funny caps took up the whole period that is is how much i was laughing i got up and was going to go to the bathroom and when i got back she was still there and i sat down and so she started making me laugh so then i sat down and caps and person came in and there was something in his pocket and i poked at caps and said what is that its caps we all started laughing cause caps was funny caps was is wallet i did not get why they were still laughing when i stopped but then i continued to still laugh because the way they were laughing we all were laughing and then we all stopped at the same time and because we all stopped at the same time we all started laughing cause caps was funny the sub came and stood there by us and we all got quit and then started laughing again i think that the reason why we were laughing was because we were doing dumb stuff i turned around to do my work and then caps spinner me around so that i would start laughing again then i started laughing again caps i started crying i was laughing so caps caps started laughing so caps that she started laughing at the end of the period i had to pee so bad caps wouldn't let me go she just kept ON Making me laugh more and more sometimes just laughing for no reason is the most fun i guys my whole belief is that laughter is one of the best things that a person can do not only is caps fun but caps is also a very healthy thiNg to do,36
12791,I have been waiting a whole year for tIME day to come date TODay Is my birthday I just cant wait to open presents and eat cake i am turning nuMB and all my friends are coming over and everything iT should be a great day First I have to wait for my mon to cAPS home from work So today I am going to go swimming then going to go on a hike then finally my friends can come over and the party we start We will have games presents and cake mY mon said my sister were automatically invited but I done like that rule Maybe next birthday cAPS can uninvited them my mon is at work sHe left at tiME and me and my sister just ate breakfast now we are going to go swimming We have a pool right beside the patio in the front yard Sometimes when my sister is mad she just throws me in Other times she just does it because she is bigger then me and she can mY older sister peRSON Friend persON was spending the week with us because she had moved away over the dATE and decided she would come visit tHat when they decided to start throwing me in the pool One would always grab my legs the other would grab my arms and they would swing me until they just to threw me in the pool well I got mad after it kept happening and threw a fit and cried peRSON told me if i was going to acting like a baby then i deserved to be treated like one so she put me in a diaper and in the highchair and forced me to eat baby food Of course I was crying now because I do not like baby food and to be in a highchair or be put in a diaper by timE TIme i didst want to go on a hike and was just wanting my mon to be home fInally my mon was home and even better she brought pizza I was so excited that she did because all my friends were coming over and pizza was perfect My mon change out of her work clothes then she decided it was time for me to take a nap well i am nuMB i done need a nap so that when knew something was up now that i decided it was caPS I went and took a nap and actually really did fall asleep my mon at tiME Time cleaned decorated and went and got all my friends when i woke up and walked out of the living room mon and all my friends screamed surprise and i Was definitely surprised After a long fun party it was time that we cleaned up and put all the garbage away and the cake in the over so no flies would cAPS to it The next day my mon went back to work and I swam and played all day iT was a great day got to wear my new swim suit and got to also play with my new floaty toys i got i Got a lot of datE STuff then me and my little sister person WERE Trying to find a way to caps hot water into the pool but we were having trouble because the house didst fit to the faucet at the bathroom so that when we went to my mods room and used the bathtub and put the hose all the way out the back door wE definitely accomplished that mission by timE time we heard a lot of craziness and I went to go see what was going on and it was smoky all over I went into the kitchen and my sister yelled caPS Your sisters and caps OUT of the house meet you at the road I ran and got them and then i saw fire trucks speeding up the drive way and here comes my mon racing over and she was freaking out making sure everyone was cAPS In the end I found out that she had burn my birthday cake trying to preheat the over for pizza I was kinda upset that it was burnt but now I am cAPS with it because I look back and laugh because my sister to tIME day still has the burnt spoon and the lock the lock is from our gate it was a simple dummy lock and the fire fighters didst know so they just cut the chains I guess the lesson learned here is that before you preheat the over you should always make sure nothing is in there,34
12792,gYm clothes caPS PeopLe say laughter can bring together anyone I do not know if that is true but I do know that it can bring together two very unlikely cAPS Me and my best friend are complete opposite yet we became best cAPS over a simple joke in the locker room iT happened on a tiME that was not going to great for me or her it was datE TIme I HAd To go to school I had woken up late just the missed walked all the way to school and had already dropped my lunch in the hallway about three times when i Walked straight into perSON my soon to be best friend capS WHere your going she said to me in a catty voice and stuck me with a pointed glare mE being shy i just ducked my head and kept walking peRSON was one of the prettiest girls in school and hung out with the in clique I well i did not Most of the time I hung out by my self heR timE had been going just about as well as mine was hEr caPS Had broken up with her for her best friend at the time she also had stayed the night in the hospital with her brother who had been in a car accident so she was in the same mood i Was What was even worse was our next class was cAPS a I got into the locker room and as soon as I walked in I realized I had forgotten my gym clothes peRSON had just entered behind me and by the sigh she let out I knew she had forgotten hers to We were going to have to use some from the bucket the Bucket was where all lost or unwanted items ended up caps there was cool stuff like sweat shirts and cAPS neat tee shirts but you could never be sure if they were clean tOday though it looked like there was only guy clothes I walked over to the bucket and pERSON came over next to me wE both began to dig through the bucket Finding nothing but over sized sweat pants and extra large shirts we cAPS out the ones we thought were the best we Changed and as soon as our eyes met we both started cracking up we lOoked like two little kids playing in their dads clothes She could not let go of her pants or else they would drop around her ankles and the shirt I was wearing hung down past my knees Neither of us stopped laughing until our sides ached and there were tears running down our faces whEn the ORGANIZATION teacher banged on the door we walked out of the locker room and the whole gym stared at us but we had found confidence and friendship in each other so we did not care sense that day person and i have been glued to each others sides as best caps we have been through many fights but every time i think about that day in the locker room i can't help bUt to laugh that IS HOw laugHter brought person and i to be best caps,40
12793,iMagine this flying past trees on a CAPS nuMB four wheeler trying to keep up with everybody that is in front of you That is how it was on new years eve we headed out from the house at about numB Of clock pm When we left the house we headed for one of our friends house because we asked them earlier if they wanted to go So when we left we had to leave fast so we were not on the the road for a long time When we got to our friends house we hung out for a little while then asked them if they still wanted to go on a ride with us tHey got all ready then at about nuMB of we all headed out all together now there was about time of us about to head up on gill only on this ride When we finally got to the top of the mountain it was about nUMB of clock pm So we just hung out until nUMB of clock When I say hangout I mean we hit some mud holes and played around a little bit bY the time we were all muddy it was about nuMB of pm So we set up some fireworks to shoot off tHen about tiME We shot all of them off therE was only about time OR Numb of THem We started to head back home at about nUMB in the tiME but one of our friends got stuck in some snow off the side of the road We spent about a half hour digging him out before we finally headed back home We arrived back at the house at nUMB in the tiME We all got something to eat because we were all hungry then we watched a little CAPS then headed to bed for the night,30
12794,I believe that laughter is a healthy way to get a along with someone and have fun I think that the more you laugh the more fun you re having with someone or a group of people one time me and my friend person were hanging out at my house and we literally couldn't stop laughing every little thing was hilariOus to us for some reason iT MAKEs us have so much more fun together when we can just laugh together instead of fighting i love to laugh all my friends call me obnoxious because i laugh all the time i feel like if you re laughing and laughing with someone it makes you closer and its way more healthier and better if you just laugh for example i always want to hang out with person because we always laugh together and have a good time its like when you have a group of friends and some of them you always disagree on something or fighting its never fun if you have a boyfriend girlfriend and you always laugh with her him it just makes you want to be around them so much more because your having a good time fighting just does the opposite have recently realized who my good friends and who are my bad friends laughing is the biggest quality to have in someone the girls i fight with are usually the ones who have no personality and are very negative and are just mad people my friends that i do get along with we always laugh and have a good time the only time have got in a fight with one of my good friends is because the downers always say random stuff that is not true and hurtful so that person will be right there down with you i have realized the more you laugh the more fun you will have and the more people want to be around you have also noticed that my mon and dad are completely different people my mon is a sweetheart who always laughs and i can always have fun with my dad on the other hand never laughs i honestly can not remember the last time i heard him laugh he is such a downer and no one ever wants to be around him that is probably why my parents are divorced you can just tell that my mon has more fun and my dad does not in life you really just have to have fun do what your supposed to do and laugh so really what i'm trying to say is laughing is a important part of any relationship whethEr its with friends family dating just anything its definitely a good quality to have if a person is always happy and always wanting to have a good time i think its how they re raised if you think about it i get my mon percent of the time and my dad percent of the time whenever i'm with my dad i'm always in a worse mood i never want to do what hers asking i basically want to rebel when i'm with my mon i literally do the opposite i'm always happier and will do what she wants and we always laugh and have a way better relationship then me and my dad do i think laughing and being happier has a lot to do with who you look up to and how they act and what they do i can deFinitely tell my mood change from parent to parent it has a lot to do with how the parents are raising their kids i think as a adult you need to be a positive influence on your kid teenager i think its good to have a healthy laughing relationship with your kid life is to short to spend it hating someone i believe you should spend yOur life havIng a good time and fulfilling yOUR DReams and mostly laughing,31
12795,wHen i was in third grade my parents decided that we should move to where my caPS Was born and raised and where my caps LIVed i beinG a determined third grader was angry and told them that i would Not move and even sat on the floor and told them that i was noT going needless To say i did not get very far but i was stilL not happy about being moved from my friends and my caps is sidE OF the family that i had been Around since i was littlE My friends were all I had known through my years in elementary school and I was no where near ready to say goodbye to them It was very hard saying goodbye to them even though we came back and visited later on wE moved three hours away from my hometown it was a pretty big move especially for a ten year old who had never really been anywhere else being a new student is never easy especiAlly with a shy quiet personality like mine is and the first day was a scary one i remember it very vividly I walked in with my cAPS and my new teacher happened to be in the office at the time so she took me down to the class and showed me around the school I was still frightened and was upset that my parents were making me go through this huge change wHen class started the teacher made me stand up in front of the class and tell them about myself I have never been much of a public speaker and it is hard for me to believe that I actually did stand there and talk about myself i can not even do that very well today and I am way less shy then I was back then It was very terrifying to say the least even more so when I was done speaking and the class sat in dead silence Then I slowly walked to my seat and being the shy person I am did not talk for the rest of the time until lunch At lunch a little girl with freckles and glasses like myself came and sat with me Once she broke down my shy exterior we were laughing playing and having a real good time And for the first time that day I thought to myself that moving might turn out to be okay mE and her became really good friends along with the other girls she hung out with We sat next to each other in class talked on the phone had sleepovers and spent recess together everyday shE was the first best friend i Had made when i Moved and i Was glad it was her and not someone else Today I am very thankful to her for taking the time to get to know me when I at first was shy and not saying much because I know how it feels to approach someone you do not know The laughter that we shared that first day at lunch and her willingness to break down my walls of shyness really brought us close together Without her that first day I am unsure how the rest of that day or week would have gone Without people like her who are willing to make a new friend it would have been a lonely first couple of days for me Laughter is an important part of a relationship because it brings people closer together and shows that even if you do not know someone very well you still can have a good time tHe rest of that day is a better memory because we shared laughter and became friends it made moving to a new school less scary and helped me to find a place to fit in,40
12796,caps to caps caps you ever seen the little signs that say capS CAps cAPS peopLE Often caps them in THEIr homes as a reminder on how one should caps their life WELl I believe that laughing is one of the most important elements you need in order to caPS Your life to the fullest Laughter keeps the soul young the heart happy and the spirit joyful wIthout laughter one monTH FEel that they caps AN Emptiness inside that they are unable to fill laughteR has played a huge role in my life and has created some of the best memories if laughTer was not a part of me my life would be like a house without furniture empty boring and over all pointless Some memories will never leave my mind and looking back i still caPS My brains out My favourite and most hilarious memory that I can think of occurred about two years ago at my grandparents house My family and I were staying with my grandparents for the weekend up at their house in cAPS which I absolutely loved because there was so much to do there tHey had go carts golf carts acreage and a gigantic swimming pool what More could someone want the weAther was always nice and warm as well so i had nO complaints It was a beautiful evening my brother his best friend and I decided to take the golf carts out for a spin My brother was in his own golf cart zooming by and i was in one with his friend peRSON Now ORGANIZATION must caPS Seen something in the road because he told me to stop then he hopped out as he curiously made his way to the front of the golf cart I pressed gently on the gas inching forward in a sort of fast manner just to scare him a little aS i did that he frantically jumped on the hood like a cat that had just been frightened I then decided to slam on the brakes and when that happened perSON launched off like a rocket but then tried to hop back on the hood I guess you could say we developed a game i would go a few inches or so then slam on the brakes aT that point i was practically crying from laughing so hard That is until something very unexpected happened I drove fast and then stopped very quickly but as i did so this time perSON TRipped i did not notice because i was carelessly driving like a maniac but soon enough the golf cart was on top of him all i remember hearing was a caps caps and then a loud shrill he was laying face first cart on his back and i had no idea what to do my heart quickly sped up and a gust of fear came over me i looked to my right to find my brother rolling around on his back laughing like a hyena i was still sitting in the golf cart still unable to move in my state of shock my brother finally got up and person was yelling caps it move caps caps i had to do something my brother was trying to tell me that we should lift the heavy cart from his back but in my head i knew that both of us together wouldn't caps been able To do that taking matters into my own hands i shifted into reverse very carefully and slowly biting down on my lower lip closing my eyes tightly i pounded the gas to the ground flying backwards off of his helpless body luckily no damage was done and organIzation was perfectly fine a gigantic weight was lifted from my back and i was able to breathe again looking back i am able to caps and joke about that wonderful day that went so wonderfully wrong though i am very thankful that nothing extremely harmful happened to the poor guy i dreadfully ran over that day i can tell you one thing as the day carried on we had a blast carelessly being the great teenagers we are and without a worry in the world we laughed swam drove the golf carts and enjoyed the wind swooping our hair up then down then all around i take back two things from this crazy day one make smart decisions and be prepared for the consequences that you month be faced with and two enjoy your life caps like there is no tomorrow be careless yet careful and enjoy every secOnd of it have learned that when faced with a tough decision for example do i roll off of my brother friend or do i continue to sit here and listen to him yell in that case i took a big leap of faith and went with my gut instinct which i believe was most definitely thE right decision go with your gUT INStinct in life and CAPs to caps,50
12797,laughter laughter how do you define it the non existence of happiness wIthout laughter capS WOuld be no smiles withoUt smiles caps woULD be no affection without aFfection caps would BE no emotion without emotIon caps would be NO Re action without a re actIon everyone around you would be blank lAughter it can do so many things It can bring people together or even tear people apart iT can be a way caPS express yourself or even a way cAPS put up your walls laughTer could mean so many different things it can show so many different different things it can Show so many emotions or even hide them For example caPS Is those people who laugh when they cry when caps MAD when caps saD ACt But look beyond the picture why do you think cAPS laughing at these times wheN really that is not at all the emotion they are feeling caps NOT laughing because caps aLL Around a happy person caps laugHING caps hide tHE True pain they are feeling inside because whether they like it or not no human can completely let it all on the line caps be so vulnerable anyone could get in and cause pain sO how important is laughter caPS You In and kind of relationship laughter is important a heather it be a friendship a marriage an engagement act caps know how your partner is feeling can make all the difference So one laugh or giggle could make turn it all around lAughter its the shortest distance between two people,25
12798,laughter caps us caps caps was tHe date of MIDdle scHOOL anD THe entire muSIC department was going on our date field trip Everyone was going to lOCATION for the biggest concert any one has ever been to oNly the students in eighth grade in either band choir jazz band or jazz choir were able to go if caPS Did not pay all your funds then caps were left behind we were going to a hotel attending a concert and going to a caps caps my friends person person and person were without a doubt excited we have never been on the longest road trip till then caps seemed to have taken days to get to location we left at five in the morning with over one hundred kids packed into two buses one bus was for the boys and one for the girls yet there were more girls then boys so we split the boys bus i was stuck sitting with caps caps is a nice girl but caps was difficult to start conversations with her caps wanted to be back home in location i never found out why caps was so upset which made my ride there unbelievably boring until person is accident caps snorted a pretzel up her nose overall caps was okay and everyone besides caps laughed along with her by the third hour of sitting in a cramped bus us girls had to go to the bathroom complaining to the bus driver caps replied were almost to the pit stop just another hour or so the choir girls began singing about going to the bathroom soon the bus was filled with our melodious song and laughter finally caps the bus driver pulled over a line of dancing girls bulged out of the bathroom laughing at each other once we were done we said our farewells to the boys as they piled onto the bus and took off caps down lets get to location caps said we cheered as we drove off four hours later we were stopped yet again at another gas station eating our lunch the boys were fine with how much progress we made starting calling everyone of us girls the boys were getting annoying us girls ignored all calls from boys for the rest of our trip finally we got to our hotel at the hotel the boys got the top story while the girls got the lower story near the swimming pool when dinner came along person our music director aloud everyone to roam around the stores near by and buy our dinners luckily we were near organization organization organization and a numerous amount of fast food places person and i went to organization while person and person got our drinks since we did not want organization drinks they went to organization to buy caps we met back at our room with our goods we gorged ourselves till our abdomens seemed to explode dancing her way into the bathroom person afeard with a broom as her dancing partner our laughter filled the room we partied on till we realized we had a concert to attend we had two hours till the concert and thirty dollars was missing person person person and i searched our room almost missing breakfast and ending up empty handed when we found the girls across the hall all except one of them were there the remaining girls looked at each other caps was out of money yesterday and now all of the sudden caps has money to buy food were missing fifty dollars caps replied person then came in caps up we got a concert to attend caps at each other with disappointment we all left running to the back stage door i dropped my music person laughed picking caps up caps i'll do great caps said smilinG I smiled back caps caps i turned and stepped out onto the empty stage and took my seat IN the FROnt of the band picKING Up my FLUTE i began MY SOlo the soft chords filled my earS as i imagined myself alone although i was nervous my stage fright gracefully vanished i ran out the auditorium doors girls AND boys laughing with me as we raced to the buses the bus drivers hurried their way to the caps caps once we were there person payed for everyone and we were off laughing at ourselves person person person and i screamed at the top of our lungs when the caps shock dropped when the rIDE WAS over we all laughed seeming to have come caps i did not want to leave but i knew i had to everyone piled back on the bus and calLed our parents to let them know we were comING home LAUghing at every mistake we made PERSON PersOn person and i took a group picture to remember the trip some how amongst the trip we laughed together at everything nothing sTOOD in our way when we laughed in the end laughing caps us caps,41
